,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0.29842931937172773,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.05830903790087483,0.41343283582089585,0.31666666666666643,0.08333333333333304,0.41117145073700545,0.0,0.2,0.26037735849056604,0.7142857142857142,0.6642857142857144,0.29047619047619055,0.125,0.378232881644697,0.346938775510204,0.22222222222222215,0.2894736842105263,0.2825579663373219
1,0.29842931937172773,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.23032069970845503,0.4492537313432834,0.43333333333333357,0.38333333333333286,0.5178432893716058,0.8333333333333333,0.4000000000000001,0.3433962264150943,0.7142857142857142,0.10000000000000009,0.6666666666666667,0.125,0.5292836505106745,0.346938775510204,0.16666666666666669,0.26315789473684204,0.2825579663373219
2,0.5183246073298429,0.047619047619047616,1.0,0.0,1.0,0.75,0.5,0.0,0.3848396501457727,0.5298507462686568,0.49166666666666714,0.5416666666666661,0.3293250581846392,0.5,0.2,0.18113207547169813,0.7142857142857142,0.4642857142857142,0.6333333333333333,0.1875,0.34661760444019,0.5510204081632655,0.3055555555555555,0.368421052631579,0.21925425748473265
3,0.5183246073298429,0.047619047619047616,1.0,0.0,1.0,0.75,0.0,0.0,0.37317784256559783,0.5298507462686568,0.5083333333333337,0.5416666666666661,0.5182311869666407,0.5,0.3,0.2830188679245283,0.7142857142857142,0.4642857142857142,0.6333333333333333,0.0625,0.39228411595781115,0.5510204081632655,0.1388888888888889,0.1578947368421053,0.30614170100789434
4,0.29842931937172773,0.047619047619047616,1.0,0.0,0.0,0.75,0.5,0.0,0.3848396501457727,0.5402985074626869,0.5,0.4416666666666673,0.3952676493405741,0.5,0.3,0.2830188679245283,0.7142857142857142,0.4642857142857142,0.6333333333333333,0.09375,0.3747200730664184,0.5510204081632655,0.16666666666666669,0.23684210526315785,0.25152673650762125
5,0.486910994764398,0.047619047619047616,1.0,0.0,1.0,0.75,0.5,0.0,0.5597667638483963,0.770149253731343,0.9250000000000007,0.6583333333333332,0.525989138867339,0.5,0.3,0.2830188679245283,0.7142857142857142,0.4642857142857142,0.6333333333333333,0.09375,0.3747200730664184,0.5510204081632655,0.16666666666666669,0.23684210526315785,0.3125961968124721
6,0.29842931937172773,0.047619047619047616,1.0,0.0,1.0,1.0,0.5,0.0,0.5597667638483963,0.770149253731343,0.9250000000000007,0.6583333333333332,0.5686578743211792,0.5,0.3,0.2830188679245283,0.7142857142857142,0.4642857142857142,0.6333333333333333,0.09375,0.3747200730664184,0.5510204081632655,0.16666666666666669,0.23684210526315785,0.3426344272876223
7,0.486910994764398,0.047619047619047616,1.0,1.0,1.0,0.75,0.5,0.0,0.5597667638483963,0.770149253731343,0.9250000000000007,0.6749999999999998,0.6198603568657874,0.5,0.3,0.2641509433962264,0.7142857142857142,0.4214285714285715,0.6333333333333333,0.08125000000000004,0.48010433041477485,0.5510204081632655,0.1111111111111111,0.10526315789473684,0.46564222233255553
8,0.29842931937172773,0.047619047619047616,1.0,1.0,0.0,0.5,0.0,0.0,0.37609329446064166,0.553731343283582,0.6333333333333337,0.35000000000000053,0.6070597362296353,0.5,0.3,0.2641509433962264,0.7142857142857142,0.4214285714285715,0.6333333333333333,0.0,0.5503605019803458,0.5510204081632655,0.08333333333333331,0.1578947368421053,
9,0.6649214659685865,0.09523809523809523,1.0,0.0,0.0,0.75,1.0,0.0,0.425655976676385,0.5328358208955226,0.375,0.5416666666666661,0.35182311869666405,0.5,0.2,0.17735849056603775,0.7142857142857142,0.6857142857142857,0.3476190476190477,0.11250000000000004,0.3431047958619115,0.6734693877551019,0.27777777777777773,0.3421052631578947,0.28082021746685865
10,0.6649214659685865,0.09523809523809523,1.0,0.0,1.0,0.75,1.0,0.0,0.425655976676385,0.5328358208955226,0.375,0.5416666666666661,0.35182311869666405,0.5,0.2,0.17735849056603775,0.7142857142857142,0.6857142857142857,0.3476190476190477,0.11250000000000004,0.3431047958619115,0.6734693877551019,0.27777777777777773,0.3421052631578947,0.2931085844794201
11,0.6439790575916231,0.09523809523809523,1.0,0.0,0.0,0.75,1.0,0.0,0.425655976676385,0.5328358208955226,0.375,0.5416666666666661,0.474010861132661,0.5,0.4000000000000001,0.38867924528301884,0.7142857142857142,0.55,0.5333333333333334,0.125,0.41336096742748246,0.04081632653061229,0.22222222222222215,0.3157894736842105,0.3935256442083313
